Store,Dept,Date, Weekly_Sales 
13,96,19/04/2013," 22,565.29 "
13,96,26/04/2013," 22,565.29 "
13,96,03/05/2013," 22,468.36 "
13,96,10/05/2013," 22,468.36 "
13,96,17/05/2013," 22,468.36 "
13,96,24/05/2013," 22,468.36 "
13,96,31/05/2013," 22,468.36 "
13,96,07/06/2013," 22,897.55 "
13,96,14/06/2013," 22,897.55 "
13,96,21/06/2013," 22,897.55 "
13,96,28/06/2013," 22,468.36 "
13,96,05/07/2013," 22,897.55 "
13,96,12/07/2013," 22,468.36 "
13,96,19/07/2013," 22,468.36 "
13,96,26/07/2013," 22,468.36 "
13,97,02/11/2012," 23,873.47 "
13,97,09/11/2012," 23,873.47 "
13,97,16/11/2012," 23,873.47 "
13,97,23/11/2012," 26,650.77 "
13,97,30/11/2012," 26,650.77 "
13,97,07/12/2012," 27,382.69 "
13,97,14/12/2012," 26,869.43 "
13,97,21/12/2012," 29,006.32 "
13,97,28/12/2012," 23,537.09 "
13,97,04/01/2013," 22,428.58 "
13,97,11/01/2013," 22,428.58 "
13,97,18/01/2013," 22,428.58 "
13,97,25/01/2013," 22,428.58 "
13,97,01/02/2013," 24,329.51 "
13,97,08/02/2013," 23,873.47 "
13,97,15/02/2013," 23,873.47 "
13,97,22/02/2013," 23,873.47 "
13,97,01/03/2013," 23,873.47 "
13,97,08/03/2013," 23,873.47 "
13,97,15/03/2013," 22,565.29 "
13,97,22/03/2013," 22,996.33 "
13,97,29/03/2013," 22,996.33 "
13,97,05/04/2013," 22,996.33 "
13,97,12/04/2013," 22,565.29 "
13,97,19/04/2013," 22,565.29 "
13,97,26/04/2013," 22,565.29 "
13,97,03/05/2013," 22,468.36 "
13,97,10/05/2013," 22,468.36 "
13,97,17/05/2013," 22,468.36 "
13,97,24/05/2013," 22,468.36 "
13,97,31/05/2013," 22,468.36 "
13,97,07/06/2013," 22,897.55 "
13,97,14/06/2013," 22,897.55 "
13,97,21/06/2013," 22,897.55 "
13,97,28/06/2013," 22,468.36 "
13,97,05/07/2013," 22,897.55 "
13,97,12/07/2013," 22,468.36 "
13,97,19/07/2013," 22,468.36 "
13,97,26/07/2013," 22,468.36 "
13,98,02/11/2012," 14,241.99 "
13,98,09/11/2012," 14,241.99 "
13,98,16/11/2012," 14,241.99 "
13,98,23/11/2012," 16,778.79 "
13,98,30/11/2012," 16,778.79 "
13,98,07/12/2012," 17,447.66 "
13,98,14/12/2012," 17,065.01 "
13,98,21/12/2012," 18,422.17 "
13,98,28/12/2012," 14,997.33 "
13,98,04/01/2013," 13,475.90 "
13,98,11/01/2013," 13,475.90 "
13,98,18/01/2013," 13,475.90 "
13,98,25/01/2013," 13,475.90 "
13,98,01/02/2013," 14,561.33 "
13,98,08/02/2013," 14,241.99 "
13,98,15/02/2013," 14,241.99 "
13,98,22/02/2013," 14,241.99 "
13,98,01/03/2013," 14,241.99 "
13,98,08/03/2013," 14,241.99 "
13,98,15/03/2013," 13,461.57 "
13,98,22/03/2013," 13,763.42 "
13,98,29/03/2013," 13,763.42 "
13,98,05/04/2013," 13,763.42 "
13,98,12/04/2013," 13,461.57 "
13,98,19/04/2013," 13,461.57 "
13,98,26/04/2013," 13,461.57 "
13,98,03/05/2013," 13,403.75 "
13,98,10/05/2013," 13,403.75 "
13,98,17/05/2013," 13,403.75 "
13,98,24/05/2013," 13,403.75 "
13,98,31/05/2013," 13,403.75 "
13,98,07/06/2013," 13,704.30 "
13,98,14/06/2013," 13,704.30 "
13,98,21/06/2013," 13,704.30 "
13,98,28/06/2013," 13,403.75 "
13,98,05/07/2013," 13,704.30 "
13,98,12/07/2013," 13,403.75 "
13,98,19/07/2013," 13,403.75 "
13,98,26/07/2013," 13,403.75 "
13,99,02/11/2012, 67.56 
13,99,09/11/2012, 67.56 
13,99,16/11/2012, 67.56 
13,99,23/11/2012, 227.16 
13,99,07/12/2012, 221.79 
13,99,14/12/2012, 219.34 
13,99,21/12/2012, 236.79 
13,99,28/12/2012, 190.65 
13,99,04/01/2013, 129.29 
13,99,01/02/2013, 163.60 
13,99,08/02/2013, 161.79 
13,99,15/02/2013, 161.79 
13,99,22/02/2013, 108.46 
13,99,29/03/2013, 103.66 
13,99,05/04/2013, 103.66 
13,99,12/04/2013, 102.51 
13,99,19/04/2013, 102.51 
13,99,26/04/2013, 102.51 
13,99,03/05/2013, 102.07 
13,99,10/05/2013, 88.07 
13,99,17/05/2013, 70.87 
13,99,24/05/2013, 102.07 
13,99,31/05/2013, 88.07 
13,99,07/06/2013, 77.99 
13,99,14/06/2013, 77.99 
13,99,21/06/2013, 70.31 
13,99,05/07/2013, 27.31 
13,99,12/07/2013, 21.76 
13,99,19/07/2013, 21.76 
13,99,26/07/2013, 21.76 
14,1,02/11/2012," 24,339.34 "
14,1,09/11/2012," 24,339.34 "
14,1,16/11/2012," 24,339.34 "
14,1,23/11/2012," 26,851.98 "
14,1,30/11/2012," 26,851.98 "
14,1,07/12/2012," 27,176.33 "
14,1,14/12/2012," 27,176.33 "
14,1,21/12/2012," 29,337.63 "
14,1,28/12/2012," 23,741.44 "
14,1,04/01/2013," 22,315.28 "
14,1,11/01/2013," 22,315.28 "
14,1,18/01/2013," 22,315.28 "
14,1,25/01/2013," 22,315.28 "
14,1,01/02/2013," 24,737.08 "
14,1,08/02/2013," 24,339.34 "
14,1,15/02/2013," 24,339.34 "
14,1,22/02/2013," 24,339.34 "
14,1,01/03/2013," 24,339.34 "
14,1,08/03/2013," 24,339.34 "
14,1,15/03/2013," 24,339.34 "
14,1,22/03/2013," 24,737.08 "
14,1,29/03/2013," 24,737.08 "
14,1,05/04/2013," 24,737.08 "
14,1,12/04/2013," 24,339.34 "
14,1,19/04/2013," 24,339.34 "
14,1,26/04/2013," 24,339.34 "
14,1,03/05/2013," 24,264.31 "
14,1,10/05/2013," 24,264.31 "
14,1,17/05/2013," 24,264.31 "
14,1,24/05/2013," 24,660.81 "
14,1,31/05/2013," 24,660.81 "
14,1,07/06/2013," 24,264.31 "
14,1,14/06/2013," 24,660.81 "
14,1,21/06/2013," 24,264.31 "
14,1,28/06/2013," 24,264.31 "
14,1,05/07/2013," 24,660.81 "
14,1,12/07/2013," 24,264.31 "
14,1,19/07/2013," 24,264.31 "
14,1,26/07/2013," 24,264.31 "
14,2,02/11/2012," 43,793.76 "
14,2,09/11/2012," 43,793.76 "
14,2,16/11/2012," 43,793.76 "
14,2,23/11/2012," 47,009.88 "
14,2,30/11/2012," 47,009.88 "
14,2,07/12/2012," 47,577.73 "
14,2,14/12/2012," 47,577.73 "
14,2,21/12/2012," 51,361.53 "
14,2,28/12/2012," 41,564.24 "
14,2,04/01/2013," 40,151.86 "
14,2,11/01/2013," 40,151.86 "
14,2,18/01/2013," 40,151.86 "
14,2,25/01/2013," 40,151.86 "
14,2,01/02/2013," 44,509.40 "
14,2,08/02/2013," 43,793.76 "
14,2,15/02/2013," 43,793.76 "
14,2,22/02/2013," 43,793.76 "
14,2,01/03/2013," 43,793.76 "
14,2,08/03/2013," 43,793.76 "
14,2,15/03/2013," 43,793.76 "
14,2,22/03/2013," 44,509.40 "
14,2,29/03/2013," 44,509.40 "
14,2,05/04/2013," 44,509.40 "
14,2,12/04/2013," 43,793.76 "
14,2,19/04/2013," 43,793.76 "
14,2,26/04/2013," 43,793.76 "
14,2,03/05/2013," 43,658.75 "
14,2,10/05/2013," 43,658.75 "
14,2,17/05/2013," 43,658.75 "
14,2,24/05/2013," 44,372.18 "
14,2,31/05/2013," 44,372.18 "
14,2,07/06/2013," 43,658.75 "
14,2,14/06/2013," 44,372.18 "
14,2,21/06/2013," 43,658.75 "
14,2,28/06/2013," 43,658.75 "
14,2,05/07/2013," 44,372.18 "
14,2,12/07/2013," 43,658.75 "
14,2,19/07/2013," 43,658.75 "
14,2,26/07/2013," 43,658.75 "
14,3,02/11/2012," 19,348.43 "
14,3,09/11/2012," 19,348.43 "
14,3,16/11/2012," 19,348.43 "
14,3,23/11/2012," 22,359.04 "
14,3,30/11/2012," 22,359.04 "
14,3,07/12/2012," 22,629.12 "
14,3,14/12/2012," 22,629.12 "
14,3,21/12/2012," 24,428.79 "
14,3,28/12/2012," 19,768.96 "
14,3,04/01/2013," 17,635.21 "
14,3,11/01/2013," 17,635.21 "
14,3,18/01/2013," 17,635.21 "
14,3,25/01/2013," 17,635.21 "
14,3,01/02/2013," 19,549.10 "
14,3,08/02/2013," 19,234.78 "
14,3,15/02/2013," 19,234.78 "
14,3,22/02/2013," 19,234.78 "
14,3,01/03/2013," 19,234.78 "
14,3,08/03/2013," 19,234.78 "
14,3,15/03/2013," 19,234.78 "
14,3,22/03/2013," 19,549.10 "
14,3,29/03/2013," 19,549.10 "
14,3,05/04/2013," 19,549.10 "
14,3,12/04/2013," 19,234.78 "
14,3,19/04/2013," 19,234.78 "
14,3,26/04/2013," 19,234.78 "
14,3,03/05/2013," 19,175.48 "
14,3,10/05/2013," 19,175.48 "
14,3,17/05/2013," 19,175.48 "
14,3,24/05/2013," 19,488.83 "
14,3,31/05/2013," 19,488.83 "
14,3,07/06/2013," 19,175.48 "
14,3,14/06/2013," 19,488.83 "
14,3,21/06/2013," 19,175.48 "
14,3,28/06/2013," 19,175.48 "
14,3,05/07/2013," 19,488.83 "
14,3,12/07/2013," 22,002.48 "
14,3,19/07/2013," 22,002.48 "
14,3,26/07/2013," 22,002.48 "
14,4,02/11/2012," 30,009.91 "
14,4,09/11/2012," 30,009.91 "
14,4,16/11/2012," 30,009.91 "
14,4,23/11/2012," 33,149.42 "
14,4,30/11/2012," 33,149.42 "
14,4,07/12/2012," 33,549.84 "
14,4,14/12/2012," 33,549.84 "
14,4,21/12/2012," 36,218.02 "
14,4,28/12/2012," 29,309.38 "
14,4,04/01/2013," 27,514.27 "
14,4,11/01/2013," 27,514.27 "
14,4,18/01/2013," 27,514.27 "
14,4,25/01/2013," 27,514.27 "
14,4,01/02/2013," 30,500.30 "
14,4,08/02/2013," 30,009.91 "
14,4,15/02/2013," 30,009.91 "
14,4,22/02/2013," 30,009.91 "
14,4,01/03/2013," 30,009.91 "
14,4,08/03/2013," 30,009.91 "
14,4,15/03/2013," 30,009.91 "
14,4,22/03/2013," 30,500.30 "
14,4,29/03/2013," 30,500.30 "
14,4,05/04/2013," 30,500.30 "
14,4,12/04/2013," 30,009.91 "
14,4,19/04/2013," 30,009.91 "
14,4,26/04/2013," 30,009.91 "
14,4,03/05/2013," 29,917.39 "
14,4,10/05/2013," 29,917.39 "
14,4,17/05/2013," 29,917.39 "
14,4,24/05/2013," 30,406.27 "
14,4,31/05/2013," 30,406.27 "
14,4,07/06/2013," 29,917.39 "
14,4,14/06/2013," 30,406.27 "
14,4,21/06/2013," 29,917.39 "
14,4,28/06/2013," 29,917.39 "
14,4,05/07/2013," 30,406.27 "
14,4,12/07/2013," 29,917.39 "
14,4,19/07/2013," 29,917.39 "
14,4,26/07/2013," 29,917.39 "
14,5,02/11/2012," 25,179.27 "
14,5,09/11/2012," 25,919.31 "
14,5,16/11/2012," 25,919.31 "
14,5,23/11/2012," 33,925.29 "
14,5,30/11/2012," 33,925.29 "
14,5,07/12/2012," 34,335.08 "
14,5,14/12/2012," 34,335.08 "
14,5,21/12/2012," 37,065.71 "
14,5,28/12/2012," 29,995.37 "
14,5,04/01/2013," 23,085.35 "
14,5,11/01/2013," 23,085.35 "
14,5,18/01/2013," 23,085.35 "
14,5,25/01/2013," 23,085.35 "
14,5,01/02/2013," 25,590.73 "
14,5,08/02/2013," 25,179.27 "
14,5,15/02/2013," 25,179.27 "
14,5,22/02/2013," 25,179.27 "
14,5,01/03/2013," 25,179.27 "
14,5,08/03/2013," 25,179.27 "
14,5,15/03/2013," 25,179.27 "
14,5,22/03/2013," 25,590.73 "
14,5,29/03/2013," 25,590.73 "
14,5,05/04/2013," 25,590.73 "
14,5,12/04/2013," 25,179.27 "
14,5,19/04/2013," 25,179.27 "
14,5,26/04/2013," 25,179.27 "
14,5,03/05/2013," 25,101.64 "
14,5,10/05/2013," 25,101.64 "
14,5,17/05/2013," 25,101.64 "
14,5,24/05/2013," 25,511.83 "
14,5,31/05/2013," 25,511.83 "
14,5,07/06/2013," 25,101.64 "
14,5,14/06/2013," 25,511.83 "
14,5,21/06/2013," 25,101.64 "
14,5,28/06/2013," 25,101.64 "
14,5,05/07/2013," 25,511.83 "
14,5,12/07/2013," 25,101.64 "
14,5,19/07/2013," 25,101.64 "
14,5,26/07/2013," 25,101.64 "
14,6,02/11/2012," 9,733.80 "
14,6,09/11/2012," 9,733.80 "
14,6,16/11/2012," 9,733.80 "
14,6,23/11/2012," 12,745.00 "
14,6,30/11/2012," 12,745.00 "
14,6,07/12/2012," 12,898.95 "
14,6,14/12/2012," 12,898.95 "
14,6,21/12/2012," 13,924.79 "
14,6,28/12/2012," 11,268.61 "
14,6,04/01/2013," 9,349.59 "
14,6,11/01/2013," 9,349.59 "
14,6,18/01/2013," 9,349.59 "
14,6,25/01/2013," 9,349.59 "
14,6,01/02/2013," 9,892.86 "
14,6,08/02/2013," 9,733.80 "
14,6,15/02/2013," 9,733.80 "
14,6,22/02/2013," 9,733.80 "
14,6,01/03/2013," 9,733.80 "
14,6,08/03/2013," 9,733.80 "
14,6,15/03/2013," 9,733.80 "
14,6,22/03/2013," 9,892.86 "
14,6,29/03/2013," 9,892.86 "
14,6,05/04/2013," 9,892.86 "
14,6,12/04/2013," 9,733.80 "
14,6,19/04/2013," 9,733.80 "
14,6,26/04/2013," 9,733.80 "
14,6,03/05/2013," 9,703.79 "
14,6,10/05/2013," 9,703.79 "
14,6,17/05/2013," 9,703.79 "
14,6,24/05/2013," 9,862.36 "
14,6,31/05/2013," 9,862.36 "
14,6,07/06/2013," 9,703.79 "
14,6,14/06/2013," 9,862.36 "
14,6,21/06/2013," 9,703.79 "
14,6,28/06/2013," 9,703.79 "
14,6,05/07/2013," 9,862.36 "
14,6,12/07/2013," 9,703.79 "
14,6,19/07/2013," 9,703.79 "
14,6,26/07/2013," 9,703.79 "
14,7,02/11/2012," 27,217.47 "
14,7,09/11/2012," 27,217.47 "
14,7,16/11/2012," 27,217.47 "
14,7,23/11/2012," 39,896.10 "
14,7,30/11/2012," 39,896.10 "
14,7,07/12/2012," 40,378.03 "
14,7,14/12/2012," 40,378.03 "
14,7,21/12/2012," 43,589.24 "
14,7,28/12/2012," 35,274.53 "
14,7,04/01/2013," 24,789.08 "
14,7,11/01/2013," 24,789.08 "
14,7,18/01/2013," 24,789.08 "
14,7,25/01/2013," 24,789.08 "
14,7,01/02/2013," 27,662.24 "
14,7,08/02/2013," 27,217.47 "
14,7,15/02/2013," 27,217.47 "
14,7,22/02/2013," 27,217.47 "
14,7,01/03/2013," 27,217.47 "
14,7,08/03/2013," 27,217.47 "
14,7,15/03/2013," 27,217.47 "
14,7,22/03/2013," 27,662.24 "
14,7,29/03/2013," 27,662.24 "
14,7,05/04/2013," 27,662.24 "
14,7,12/04/2013," 27,217.47 "
14,7,19/04/2013," 27,217.47 "
14,7,26/04/2013," 27,217.47 "
14,7,03/05/2013," 27,133.56 "
14,7,10/05/2013," 27,133.56 "
14,7,17/05/2013," 27,133.56 "
14,7,24/05/2013," 27,576.96 "
14,7,31/05/2013," 27,576.96 "
14,7,07/06/2013," 27,133.56 "
14,7,14/06/2013," 27,576.96 "
14,7,21/06/2013," 27,133.56 "
14,7,28/06/2013," 27,133.56 "
14,7,05/07/2013," 27,576.96 "
14,7,12/07/2013," 27,133.56 "
14,7,19/07/2013," 27,133.56 "
14,7,26/07/2013," 27,133.56 "
14,8,02/11/2012," 33,810.18 "
14,8,09/11/2012," 33,810.18 "
14,8,16/11/2012," 33,810.18 "
14,8,23/11/2012," 36,722.63 "
14,8,30/11/2012," 36,722.63 "
14,8,07/12/2012," 36,838.98 "
14,8,14/12/2012," 36,838.98 "
14,8,21/12/2012," 39,768.73 "
14,8,28/12/2012," 32,182.79 "
14,8,04/01/2013," 30,793.57 "
14,8,11/01/2013," 30,793.57 "
14,8,18/01/2013," 30,793.57 "
14,8,25/01/2013," 30,793.57 "
14,8,01/02/2013," 34,362.67 "
14,8,08/02/2013," 33,810.18 "
14,8,15/02/2013," 33,810.18 "
14,8,22/02/2013," 33,810.18 "
14,8,01/03/2013," 33,810.18 "
14,8,08/03/2013," 33,810.18 "
14,8,15/03/2013," 33,810.18 "
14,8,22/03/2013," 34,362.67 "
14,8,29/03/2013," 34,362.67 "
14,8,05/04/2013," 34,362.67 "
14,8,12/04/2013," 33,810.18 "
14,8,19/04/2013," 33,810.18 "
14,8,26/04/2013," 33,810.18 "
14,8,03/05/2013," 33,705.94 "
14,8,10/05/2013," 33,705.94 "
14,8,17/05/2013," 33,705.94 "
14,8,24/05/2013," 34,256.74 "
14,8,31/05/2013," 34,256.74 "
14,8,07/06/2013," 33,705.94 "
14,8,14/06/2013," 34,256.74 "
14,8,21/06/2013," 33,705.94 "
14,8,28/06/2013," 33,705.94 "
14,8,05/07/2013," 34,256.74 "
14,8,12/07/2013," 33,705.94 "
14,8,19/07/2013," 33,705.94 "
14,8,26/07/2013," 33,705.94 "
14,9,02/11/2012," 26,472.64 "
14,9,09/11/2012," 26,472.64 "
14,9,16/11/2012," 26,472.64 "
14,9,23/11/2012," 29,429.03 "
14,9,30/11/2012," 29,429.03 "
14,9,07/12/2012," 29,522.26 "
14,9,14/12/2012," 29,522.26 "
14,9,21/12/2012," 31,870.13 "
14,9,28/12/2012," 25,790.86 "
14,9,04/01/2013," 22,325.62 "
14,9,11/01/2013," 22,325.62 "
14,9,18/01/2013," 22,325.62 "
14,9,25/01/2013," 22,325.62 "
14,9,01/02/2013," 26,905.23 "
14,9,08/02/2013," 26,472.64 "
14,9,15/02/2013," 26,472.64 "
14,9,22/02/2013," 26,472.64 "
14,9,01/03/2013," 26,472.64 "
14,9,08/03/2013," 26,472.64 "
14,9,15/03/2013," 26,472.64 "
14,9,22/03/2013," 26,905.23 "
14,9,29/03/2013," 26,905.23 "
14,9,05/04/2013," 26,905.23 "
14,9,12/04/2013," 26,472.64 "
14,9,19/04/2013," 26,472.64 "
14,9,26/04/2013," 26,472.64 "
14,9,03/05/2013," 26,391.03 "
14,9,10/05/2013," 26,391.03 "
14,9,17/05/2013," 26,391.03 "
14,9,24/05/2013," 26,822.28 "
14,9,31/05/2013," 26,822.28 "
14,9,07/06/2013," 26,391.03 "
14,9,14/06/2013," 26,822.28 "
14,9,21/06/2013," 26,391.03 "
14,9,28/06/2013," 26,391.03 "
14,9,05/07/2013," 26,822.28 "
14,9,12/07/2013," 26,391.03 "
14,9,19/07/2013," 26,391.03 "
14,9,26/07/2013," 26,391.03 "
14,10,02/11/2012," 26,472.64 "
14,10,09/11/2012," 26,472.64 "
14,10,16/11/2012," 26,472.64 "
14,10,23/11/2012," 29,429.03 "
14,10,30/11/2012," 29,429.03 "
14,10,07/12/2012," 29,522.26 "
14,10,14/12/2012," 29,522.26 "
14,10,21/12/2012," 31,870.13 "
14,10,28/12/2012," 25,790.86 "
14,10,04/01/2013," 22,325.62 "
14,10,11/01/2013," 22,325.62 "
14,10,18/01/2013," 22,325.62 "
14,10,25/01/2013," 22,325.62 "
14,10,01/02/2013," 26,905.23 "
14,10,08/02/2013," 26,472.64 "
14,10,15/02/2013," 26,472.64 "
14,10,22/02/2013," 26,472.64 "
14,10,01/03/2013," 26,472.64 "
14,10,08/03/2013," 26,472.64 "
14,10,15/03/2013," 26,472.64 "
14,10,22/03/2013," 26,905.23 "
14,10,29/03/2013," 26,905.23 "
14,10,05/04/2013," 26,905.23 "
14,10,12/04/2013," 26,472.64 "
14,10,19/04/2013," 26,472.64 "
14,10,26/04/2013," 26,472.64 "
14,10,03/05/2013," 26,391.03 "
14,10,10/05/2013," 26,391.03 "
14,10,17/05/2013," 26,391.03 "
14,10,24/05/2013," 26,822.28 "
14,10,31/05/2013," 26,822.28 "
14,10,07/06/2013," 26,391.03 "
14,10,14/06/2013," 26,822.28 "
14,10,21/06/2013," 26,391.03 "
14,10,28/06/2013," 26,391.03 "
14,10,05/07/2013," 26,822.28 "
14,10,12/07/2013," 26,391.03 "
14,10,19/07/2013," 26,391.03 "
14,10,26/07/2013," 26,391.03 "
14,11,02/11/2012," 21,258.48 "
14,11,09/11/2012," 21,258.48 "
14,11,16/11/2012," 21,258.48 "
14,11,23/11/2012," 23,632.56 "
14,11,30/11/2012," 23,632.56 "
14,11,07/12/2012," 23,707.43 "
14,11,14/12/2012," 23,707.43 "
14,11,21/12/2012," 25,592.85 "
14,11,28/12/2012," 20,710.98 "
14,11,04/01/2013," 18,888.45 "
14,11,11/01/2013," 18,888.45 "
14,11,18/01/2013," 18,888.45 "
14,11,25/01/2013," 18,888.45 "
14,11,01/02/2013," 21,605.86 "
14,11,08/02/2013," 21,258.48 "
14,11,15/02/2013," 21,258.48 "
14,11,22/02/2013," 21,258.48 "
14,11,01/03/2013," 21,258.48 "
14,11,08/03/2013," 21,258.48 "
14,11,15/03/2013," 21,258.48 "
14,11,22/03/2013," 21,605.86 "
14,11,29/03/2013," 21,605.86 "
14,11,05/04/2013," 21,605.86 "
14,11,12/04/2013," 21,258.48 "
14,11,19/04/2013," 21,258.48 "
14,11,26/04/2013," 21,258.48 "
14,11,03/05/2013," 21,192.94 "
14,11,10/05/2013," 21,192.94 "
14,11,17/05/2013," 21,192.94 "
14,11,24/05/2013," 21,539.25 "
14,11,31/05/2013," 21,539.25 "
14,11,07/06/2013," 21,192.94 "
14,11,14/06/2013," 21,539.25 "
14,11,21/06/2013," 21,192.94 "
14,11,28/06/2013," 21,192.94 "
14,11,05/07/2013," 21,539.25 "
14,11,12/07/2013," 21,192.94 "
14,11,19/07/2013," 21,192.94 "
14,11,26/07/2013," 21,192.94 "
14,12,02/11/2012," 9,465.55 "
14,12,09/11/2012," 9,465.55 "
14,12,16/11/2012," 9,465.55 "
14,12,23/11/2012," 11,534.09 "
14,12,30/11/2012," 11,534.09 "
14,12,07/12/2012," 12,269.37 "
14,12,14/12/2012," 12,269.37 "
14,12,21/12/2012," 13,245.14 "
14,12,28/12/2012," 10,718.61 "
14,12,04/01/2013," 9,465.55 "
14,12,11/01/2013," 9,465.55 "
14,12,18/01/2013," 9,465.55 "
14,12,25/01/2013," 9,465.55 "
14,12,01/02/2013," 9,620.23 "
14,12,08/02/2013," 9,465.55 "
14,12,15/02/2013," 9,465.55 "
14,12,22/02/2013," 9,465.55 "
14,12,01/03/2013," 9,465.55 "
14,12,08/03/2013," 9,465.55 "
14,12,15/03/2013," 9,465.55 "
14,12,22/03/2013," 9,620.23 "
14,12,29/03/2013," 9,620.23 "
14,12,05/04/2013," 9,620.23 "
14,12,12/04/2013," 9,465.55 "
14,12,19/04/2013," 9,465.55 "
14,12,26/04/2013," 9,465.55 "
14,12,03/05/2013," 9,436.37 "
14,12,10/05/2013," 9,436.37 "
14,12,17/05/2013," 9,436.37 "
14,12,24/05/2013," 9,590.57 "
14,12,31/05/2013," 9,590.57 "
14,12,07/06/2013," 9,436.37 "
14,12,14/06/2013," 9,590.57 "
14,12,21/06/2013," 9,436.37 "
14,12,28/06/2013," 9,436.37 "
14,12,05/07/2013," 9,590.57 "
14,12,12/07/2013," 9,436.37 "
14,12,19/07/2013," 9,436.37 "
14,12,26/07/2013," 9,436.37 "
14,13,02/11/2012," 31,607.81 "
14,13,09/11/2012," 31,607.81 "
14,13,16/11/2012," 31,607.81 "
14,13,23/11/2012," 32,915.96 "
14,13,30/11/2012," 32,915.96 "
14,13,07/12/2012," 31,595.63 "
14,13,14/12/2012," 31,595.63 "
14,13,21/12/2012," 34,108.39 "
14,13,28/12/2012," 27,602.17 "
14,13,04/01/2013," 25,283.53 "
14,13,11/01/2013," 25,283.53 "
14,13,18/01/2013," 25,283.53 "
14,13,25/01/2013," 25,283.53 "
14,13,01/02/2013," 32,124.32 "
14,13,08/02/2013," 31,607.81 "
14,13,15/02/2013," 31,607.81 "
14,13,22/02/2013," 31,607.81 "
14,13,01/03/2013," 31,607.81 "
14,13,08/03/2013," 31,607.81 "
14,13,15/03/2013," 31,607.81 "
14,13,22/03/2013," 32,124.32 "
14,13,29/03/2013," 32,124.32 "
14,13,05/04/2013," 32,124.32 "
14,13,12/04/2013," 31,607.81 "
14,13,19/04/2013," 31,607.81 "
14,13,26/04/2013," 31,607.81 "
14,13,03/05/2013," 31,510.37 "
14,13,10/05/2013," 31,510.37 "
14,13,17/05/2013," 31,510.37 "
14,13,24/05/2013," 32,025.28 "
14,13,31/05/2013," 32,025.28 "
14,13,07/06/2013," 31,510.37 "
14,13,14/06/2013," 32,025.28 "
14,13,21/06/2013," 31,510.37 "
14,13,28/06/2013," 31,510.37 "
14,13,05/07/2013," 32,025.28 "
14,13,12/07/2013," 31,510.37 "
14,13,19/07/2013," 31,510.37 "
14,13,26/07/2013," 31,510.37 "
14,14,02/11/2012," 18,710.92 "
14,14,09/11/2012," 18,710.92 "
14,14,16/11/2012," 18,710.92 "
14,14,23/11/2012," 21,283.85 "
14,14,30/11/2012," 21,283.85 "
14,14,07/12/2012," 21,384.18 "
14,14,14/12/2012," 21,384.18 "
14,14,21/12/2012," 23,084.83 "
14,14,28/12/2012," 18,681.37 "
14,14,04/01/2013," 16,433.51 "
14,14,11/01/2013," 16,433.51 "
14,14,18/01/2013," 16,433.51 "
14,14,25/01/2013," 16,433.51 "
14,14,01/02/2013," 19,016.67 "
14,14,08/02/2013," 18,710.92 "
14,14,15/02/2013," 18,710.92 "
14,14,22/02/2013," 18,710.92 "
14,14,01/03/2013," 18,710.92 "
14,14,08/03/2013," 18,710.92 "
14,14,15/03/2013," 18,710.92 "
14,14,22/03/2013," 19,016.67 "
14,14,29/03/2013," 19,016.67 "
14,14,05/04/2013," 19,016.67 "
14,14,12/04/2013," 18,710.92 "
14,14,19/04/2013," 18,710.92 "
14,14,26/04/2013," 18,710.92 "
14,14,03/05/2013," 18,653.23 "
14,14,10/05/2013," 18,653.23 "
14,14,17/05/2013," 18,653.23 "
14,14,24/05/2013," 18,958.05 "
14,14,31/05/2013," 18,958.05 "
14,14,07/06/2013," 18,653.23 "
14,14,14/06/2013," 18,958.05 "
14,14,21/06/2013," 18,653.23 "
14,14,28/06/2013," 18,653.23 "
14,14,05/07/2013," 18,958.05 "
14,14,12/07/2013," 18,653.23 "
14,14,19/07/2013," 18,653.23 "
14,14,26/07/2013," 18,653.23 "
14,16,02/11/2012," 15,242.80 "
14,16,09/11/2012," 15,242.80 "
14,16,16/11/2012," 15,242.80 "
14,16,23/11/2012," 17,338.83 "
14,16,30/11/2012," 17,338.83 "
14,16,07/12/2012," 17,420.56 "
14,16,14/12/2012," 17,420.56 "
14,16,21/12/2012," 18,805.99 "
14,16,28/12/2012," 15,218.72 "
14,16,04/01/2013," 13,387.51 "
14,16,11/01/2013," 13,387.51 "
14,16,18/01/2013," 13,387.51 "
14,16,25/01/2013," 13,387.51 "
14,16,01/02/2013," 15,491.88 "
14,16,08/02/2013," 15,242.80 "
14,16,15/02/2013," 15,242.80 "
14,16,22/02/2013," 15,242.80 "
14,16,01/03/2013," 15,242.80 "
14,16,08/03/2013," 15,242.80 "
14,16,15/03/2013," 15,242.80 "
14,16,22/03/2013," 15,491.88 "
14,16,29/03/2013," 15,491.88 "
14,16,05/04/2013," 15,491.88 "
14,16,12/04/2013," 15,242.80 "
14,16,19/04/2013," 15,242.80 "
14,16,26/04/2013," 15,242.80 "
14,16,03/05/2013," 15,195.80 "
14,16,10/05/2013," 15,195.80 "
14,16,17/05/2013," 15,195.80 "
14,16,24/05/2013," 15,444.12 "
14,16,31/05/2013," 15,444.12 "
14,16,07/06/2013," 15,195.80 "
14,16,14/06/2013," 15,444.12 "
14,16,21/06/2013," 15,195.80 "
